Order_ID,Component_ID,Vendor_ID,Route_ID,Order_Date,Contractual_Delivery_Date,Actual_Delivery_Date,Delivered_Qty,Ordered_Qty,Price_per_Unit,Actual_Lead_Days,Committed_Lead_Days,Shortfall,Shortfall_flag,Delay_Indicator
O6843,C02,V002,R001,01-10-2024,28-10-2024,30-10-2024,50,301,12.75,29,27,251,1,1
O6844,C01,V003,R028,04-11-2024,20-11-2024,10-11-2024,154,298,25.5,6,16,144,1,0
O6845,C03,V005,R003,20-10-2024,04-11-2024,29-10-2024,123,663,88,9,15,540,1,0
O6846,C05,V010,R025,28-10-2024,04-11-2024,25-10-2024,533,750,37,-3,7,217,1,0
O6847,C03,V014,R008,10-11-2024,20-11-2024,20-11-2024,50,750,88,10,10,700,1,1
O6848,C02,V013,R024,01-10-2024,15-10-2024,10-11-2024,50,320,12.75,40,14,270,1,1
O6849,C02,V006,R018,28-10-2024,20-11-2024,28-10-2024,73,750,12.75,0,23,677,1,0
O6850,C01,V001,R020,05-10-2024,28-10-2024,28-10-2024,50,649,25.5,23,23,599,1,1
O6851,C05,V011,R025,15-10-2024,30-10-2024,19-11-2024,55,750,37,35,15,695,1,1
O6852,C03,V006,R006,12-10-2024,28-10-2024,19-11-2024,91,161,88,38,16,70,1,1
O6853,C03,V014,R017,15-10-2024,07-11-2024,30-10-2024,331,392,88,15,23,61,1,0
O6854,C05,V009,R001,12-10-2024,20-11-2024,18-11-2024,50,750,37,37,39,700,1,0
O6855,C03,V007,R020,04-11-2024,16-11-2024,23-11-2024,105,248,88,19,12,143,1,1
O6856,C04,V015,R003,01-11-2024,15-11-2024,18-11-2024,294,313,65.2,17,14,19,1,1
O6857,C01,V011,R017,05-10-2024,18-10-2024,20-11-2024,55,360,25.5,46,13,305,1,1
O6858,C05,V005,R004,05-10-2024,12-11-2024,17-11-2024,317,562,37,43,38,245,1,1
O6859,C02,V008,R022,01-11-2024,04-11-2024,05-11-2024,165,635,12.75,4,3,470,1,1
O6860,C04,V014,R030,12-10-2024,18-10-2024,05-11-2024,159,750,65.2,24,6,591,1,1
O6861,C02,V007,R026,05-10-2024,04-11-2024,06-11-2024,181,635,12.75,32,30,454,1,1
O6862,C04,V003,R006,10-10-2024,12-11-2024,28-10-2024,573,676,65.2,18,33,103,1,0
O6863,C01,V007,R029,18-10-2024,02-11-2024,25-10-2024,50,50,25.5,7,15,0,0,0
O6864,C05,V011,R018,20-10-2024,28-10-2024,05-11-2024,179,402,37,16,8,223,1,1
O6865,C05,V004,R011,01-11-2024,06-11-2024,10-11-2024,187,750,37,9,5,563,1,1
O6866,C05,V010,R018,15-10-2024,20-11-2024,19-11-2024,160,320,37,35,36,160,1,0
O6867,C05,V003,R019,15-10-2024,15-11-2024,25-10-2024,138,169,37,10,31,31,1,0
O6868,C03,V011,R001,10-10-2024,06-11-2024,28-10-2024,162,330,88,18,27,168,1,0
O6869,C05,V014,R015,15-10-2024,30-10-2024,17-11-2024,78,480,37,33,15,402,1,1
O6870,C01,V006,R012,25-10-2024,02-11-2024,06-11-2024,83,163,25.5,12,8,80,1,1
O6871,C03,V003,R024,15-10-2024,15-11-2024,10-11-2024,185,245,88,26,31,60,1,0
O6872,C04,V006,R014,20-10-2024,15-11-2024,17-11-2024,50,339,65.2,28,26,289,1,1
O6873,C05,V001,R019,28-10-2024,12-11-2024,16-11-2024,333,750,37,19,15,417,1,1
O6874,C02,V005,R012,01-11-2024,04-11-2024,10-11-2024,137,344,12.75,9,3,207,1,1
O6875,C03,V003,R010,04-11-2024,20-11-2024,29-10-2024,78,269,88,-6,16,191,1,0
O6876,C05,V014,R024,28-10-2024,30-10-2024,19-11-2024,73,287,37,22,2,214,1,1
O6877,C05,V012,R005,10-10-2024,16-11-2024,05-11-2024,50,750,37,26,37,700,1,0
O6878,C05,V014,R012,12-10-2024,21-11-2024,05-11-2024,179,739,37,24,40,560,1,0
O6879,C05,V004,R024,24-10-2024,20-11-2024,20-11-2024,50,382,37,27,27,332,1,1
O6880,C03,V008,R004,10-11-2024,20-11-2024,19-11-2024,50,367,88,9,10,317,1,0
O6881,C04,V002,R026,01-11-2024,16-11-2024,16-11-2024,160,337,65.2,15,15,177,1,1
O6882,C03,V009,R027,20-10-2024,02-11-2024,28-10-2024,72,115,88,8,13,43,1,0
O6883,C05,V015,R029,18-10-2024,28-10-2024,30-10-2024,685,750,37,12,10,65,1,1
O6884,C05,V011,R012,01-11-2024,02-11-2024,10-11-2024,50,369,37,9,1,319,1,1
O6885,C03,V006,R014,12-10-2024,16-11-2024,28-10-2024,284,698,88,16,35,414,1,0
O6886,C01,V011,R009,05-10-2024,28-10-2024,19-11-2024,147,192,25.5,45,23,45,1,1
O6887,C04,V001,R013,10-11-2024,20-11-2024,19-11-2024,636,750,65.2,9,10,114,1,0
O6888,C01,V001,R028,18-10-2024,06-11-2024,06-11-2024,50,135,25.5,19,19,85,1,1
O6889,C05,V009,R009,10-11-2024,20-11-2024,18-11-2024,270,596,37,8,10,326,1,0
O6890,C03,V007,R026,01-10-2024,15-10-2024,28-10-2024,50,54,88,27,14,4,1,1
O6891,C04,V006,R027,28-10-2024,12-11-2024,10-11-2024,50,56,65.2,13,15,6,1,0
O6892,C04,V004,R007,01-11-2024,06-11-2024,20-11-2024,336,750,65.2,19,5,414,1,1
O6893,C03,V008,R014,01-10-2024,30-10-2024,17-11-2024,295,420,88,47,29,125,1,1
O6894,C05,V002,R014,18-10-2024,16-11-2024,29-10-2024,144,246,37,11,29,102,1,0
O6895,C02,V004,R020,20-10-2024,04-11-2024,16-11-2024,146,750,12.75,27,15,604,1,1
O6896,C04,V004,R008,10-11-2024,20-11-2024,20-11-2024,496,573,65.2,10,10,77,1,1
O6897,C05,V005,R005,15-11-2024,20-11-2024,16-11-2024,240,750,37,1,5,510,1,0
O6898,C05,V005,R003,28-10-2024,04-11-2024,18-11-2024,152,682,37,21,7,530,1,1
O6899,C05,V010,R010,10-10-2024,15-11-2024,18-11-2024,739,750,37,39,36,11,1,1
O6900,C05,V013,R017,10-10-2024,04-11-2024,19-11-2024,117,340,37,40,25,223,1,1
O6901,C02,V002,R007,20-10-2024,04-11-2024,10-11-2024,65,263,12.75,21,15,198,1,1
O6902,C03,V006,R014,05-11-2024,20-11-2024,25-10-2024,50,295,88,-11,15,245,1,0
O6903,C02,V007,R010,15-10-2024,04-11-2024,10-11-2024,50,170,12.75,26,20,120,1,1
O6904,C01,V007,R017,15-10-2024,30-10-2024,05-11-2024,50,300,25.5,21,15,250,1,1
O6905,C05,V004,R003,12-10-2024,28-10-2024,19-11-2024,421,750,37,38,16,329,1,1
O6906,C02,V007,R001,20-10-2024,06-11-2024,29-10-2024,158,395,12.75,9,17,237,1,0
O6907,C02,V015,R004,10-10-2024,20-11-2024,19-11-2024,50,152,12.75,40,41,102,1,0
O6908,C04,V013,R022,01-10-2024,18-10-2024,28-10-2024,50,94,65.2,27,17,44,1,1
O6909,C03,V003,R016,18-10-2024,07-11-2024,20-11-2024,50,70,88,33,20,20,1,1
O6910,C01,V014,R027,18-10-2024,28-10-2024,28-10-2024,302,377,25.5,10,10,75,1,1
O6911,C04,V009,R015,10-11-2024,20-11-2024,29-10-2024,50,730,65.2,-12,10,680,1,0
O6912,C02,V011,R019,20-10-2024,30-10-2024,05-11-2024,273,750,12.75,16,10,477,1,1
O6913,C03,V011,R026,24-10-2024,28-10-2024,20-11-2024,242,750,88,27,4,508,1,1
O6914,C04,V001,R010,05-10-2024,20-11-2024,05-11-2024,317,617,65.2,31,46,300,1,0
O6915,C01,V004,R002,12-10-2024,04-11-2024,05-11-2024,130,733,25.5,24,23,603,1,1
O6916,C04,V011,R010,10-10-2024,28-10-2024,19-11-2024,122,464,65.2,40,18,342,1,1
O6917,C02,V002,R011,20-10-2024,02-11-2024,16-11-2024,50,50,12.75,27,13,0,0,1
O6918,C03,V011,R024,01-11-2024,21-11-2024,02-11-2024,87,156,88,1,20,69,1,0
O6919,C02,V001,R028,05-11-2024,06-11-2024,23-11-2024,63,252,12.75,18,1,189,1,1
O6920,C03,V014,R008,10-10-2024,28-10-2024,30-10-2024,200,224,88,20,18,24,1,1
O6921,C02,V007,R001,28-10-2024,20-11-2024,02-11-2024,50,136,12.75,5,23,86,1,0
O6922,C03,V007,R001,01-10-2024,15-10-2024,10-11-2024,50,50,88,40,14,0,0,1
O6923,C02,V001,R028,15-10-2024,21-11-2024,23-11-2024,330,370,12.75,39,37,40,1,1
O6924,C02,V006,R013,10-10-2024,04-11-2024,10-11-2024,152,213,12.75,31,25,61,1,1
O6925,C04,V004,R020,12-10-2024,16-11-2024,20-11-2024,50,749,65.2,39,35,699,1,1
O6926,C01,V003,R028,18-10-2024,28-10-2024,02-11-2024,143,228,25.5,15,10,85,1,1
O6927,C02,V012,R011,05-10-2024,04-11-2024,10-11-2024,206,441,12.75,36,30,235,1,1
O6928,C03,V014,R030,18-10-2024,07-11-2024,05-11-2024,50,142,88,18,20,92,1,0
O6929,C02,V007,R010,18-10-2024,16-11-2024,10-11-2024,50,258,12.75,23,29,208,1,0
O6930,C01,V007,R008,05-10-2024,28-10-2024,30-10-2024,50,750,25.5,25,23,700,1,1
O6931,C03,V014,R021,24-10-2024,07-11-2024,19-11-2024,155,166,88,26,14,11,1,1
O6932,C02,V001,R009,10-10-2024,28-10-2024,20-11-2024,233,309,12.75,41,18,76,1,1
O6933,C02,V013,R019,10-10-2024,21-11-2024,16-11-2024,305,750,12.75,37,42,445,1,0
O6934,C03,V014,R006,01-11-2024,20-11-2024,06-11-2024,134,750,88,5,19,616,1,0
O6935,C05,V008,R024,05-10-2024,20-11-2024,02-11-2024,72,356,37,28,46,284,1,0
O6936,C05,V002,R011,15-10-2024,18-10-2024,17-11-2024,50,750,37,33,3,700,1,1
O6937,C02,V007,R014,20-10-2024,02-11-2024,02-11-2024,320,333,12.75,13,13,13,1,1
O6938,C01,V012,R022,20-10-2024,30-10-2024,16-11-2024,51,138,25.5,27,10,87,1,1
O6939,C05,V014,R030,10-10-2024,06-11-2024,02-11-2024,126,523,37,23,27,397,1,0
O6940,C03,V013,R011,28-10-2024,02-11-2024,19-11-2024,655,750,88,22,5,95,1,1
O6941,C05,V009,R029,05-10-2024,30-10-2024,29-10-2024,50,246,37,24,25,196,1,0
O6942,C02,V001,R013,01-10-2024,04-11-2024,17-11-2024,65,65,12.75,47,34,0,0,1
O6943,C05,V015,R026,01-11-2024,12-11-2024,29-10-2024,50,192,37,-3,11,142,1,0
O6944,C03,V014,R009,18-10-2024,28-10-2024,05-11-2024,57,750,88,18,10,693,1,1
O6945,C05,V006,R002,28-10-2024,07-11-2024,19-11-2024,121,156,37,22,10,35,1,1
O6946,C05,V008,R009,10-11-2024,20-11-2024,19-11-2024,513,683,37,9,10,170,1,0
O6947,C03,V007,R029,10-11-2024,21-11-2024,02-11-2024,50,184,88,-8,11,134,1,0
O6948,C05,V007,R022,12-10-2024,28-10-2024,25-10-2024,256,672,37,13,16,416,1,0
O6949,C05,V004,R015,15-10-2024,28-10-2024,05-11-2024,293,750,37,21,13,457,1,1
O6950,C01,V001,R025,18-10-2024,15-11-2024,23-11-2024,50,135,25.5,36,28,85,1,1
O6951,C05,V004,R023,15-10-2024,30-10-2024,30-10-2024,225,254,37,15,15,29,1,1
O6952,C02,V007,R024,18-10-2024,30-10-2024,06-11-2024,96,118,12.75,19,12,22,1,1
O6953,C02,V013,R015,05-11-2024,21-11-2024,05-11-2024,50,360,12.75,0,16,310,1,0
O6954,C02,V001,R021,24-10-2024,28-10-2024,02-11-2024,147,185,12.75,9,4,38,1,1
O6955,C05,V015,R030,12-10-2024,12-11-2024,10-11-2024,222,676,37,29,31,454,1,0
O6956,C03,V003,R012,24-10-2024,28-10-2024,25-10-2024,159,750,88,1,4,591,1,0
O6957,C02,V002,R008,05-11-2024,07-11-2024,23-11-2024,50,309,12.75,18,2,259,1,1
O6958,C03,V012,R014,24-10-2024,04-11-2024,02-11-2024,208,278,88,9,11,70,1,0
O6959,C02,V006,R006,24-10-2024,04-11-2024,05-11-2024,76,245,12.75,12,11,169,1,1
O6960,C04,V009,R015,12-10-2024,12-11-2024,10-11-2024,116,124,65.2,29,31,8,1,0
O6961,C05,V009,R023,05-10-2024,15-11-2024,10-11-2024,241,278,37,36,41,37,1,0
O6962,C03,V006,R021,25-10-2024,02-11-2024,02-11-2024,50,50,88,8,8,0,0,1
O6963,C03,V011,R021,05-11-2024,06-11-2024,19-11-2024,50,268,88,14,1,218,1,1
O6964,C03,V011,R022,04-11-2024,06-11-2024,10-11-2024,50,367,88,6,2,317,1,1
O6965,C05,V005,R023,15-10-2024,15-11-2024,10-11-2024,50,750,37,26,31,700,1,0
O6966,C02,V002,R020,01-11-2024,04-11-2024,10-11-2024,251,319,12.75,9,3,68,1,1
O6967,C05,V011,R015,24-10-2024,02-11-2024,18-11-2024,50,750,37,25,9,700,1,1
O6968,C02,V010,R013,01-11-2024,04-11-2024,19-11-2024,94,470,12.75,18,3,376,1,1
O6969,C05,V002,R012,28-10-2024,15-11-2024,19-11-2024,50,345,37,22,18,295,1,1
O6970,C05,V012,R013,05-11-2024,15-11-2024,23-11-2024,50,275,37,18,10,225,1,1
O6971,C01,V011,R030,04-11-2024,15-11-2024,10-11-2024,50,252,25.5,6,11,202,1,0
O6972,C03,V002,R021,04-11-2024,21-11-2024,06-11-2024,50,232,88,2,17,182,1,0
O6973,C03,V013,R018,18-10-2024,02-11-2024,05-11-2024,50,205,88,18,15,155,1,1
O6974,C02,V015,R020,15-10-2024,06-11-2024,28-10-2024,152,216,12.75,13,22,64,1,0
O6975,C01,V013,R022,01-11-2024,15-11-2024,25-10-2024,50,76,25.5,-7,14,26,1,0
O6976,C05,V006,R019,24-10-2024,21-11-2024,19-11-2024,143,299,37,26,28,156,1,0
O6977,C02,V010,R030,01-11-2024,04-11-2024,16-11-2024,50,276,12.75,15,3,226,1,1
O6978,C03,V006,R018,04-11-2024,20-11-2024,05-11-2024,50,50,88,1,16,0,0,0
O6979,C02,V002,R020,18-10-2024,21-11-2024,29-10-2024,50,145,12.75,11,34,95,1,0
O6980,C04,V001,R002,25-10-2024,28-10-2024,25-10-2024,50,313,65.2,0,3,263,1,0
O6981,C05,V011,R020,15-10-2024,15-11-2024,10-11-2024,185,272,37,26,31,87,1,0
O6982,C03,V005,R026,15-10-2024,28-10-2024,05-11-2024,50,138,88,21,13,88,1,1
O6983,C01,V002,R001,18-10-2024,06-11-2024,28-10-2024,50,258,25.5,10,19,208,1,0
O6984,C02,V002,R015,12-10-2024,04-11-2024,10-11-2024,248,674,12.75,29,23,426,1,1
O6985,C05,V001,R009,10-10-2024,28-10-2024,30-10-2024,341,543,37,20,18,202,1,1
O6986,C03,V007,R011,01-10-2024,15-10-2024,02-11-2024,50,123,88,32,14,73,1,1
O6987,C05,V014,R001,28-10-2024,20-11-2024,06-11-2024,50,399,37,9,23,349,1,0
O6988,C02,V007,R011,01-11-2024,16-11-2024,17-11-2024,335,533,12.75,16,15,198,1,1
O6989,C03,V010,R019,28-10-2024,15-11-2024,10-11-2024,372,750,88,13,18,378,1,0
O6990,C05,V001,R020,25-10-2024,30-10-2024,28-10-2024,148,335,37,3,5,187,1,0
O6991,C04,V014,R016,28-10-2024,16-11-2024,20-11-2024,90,147,65.2,23,19,57,1,1
O6992,C03,V002,R021,10-10-2024,18-10-2024,16-11-2024,121,205,88,37,8,84,1,1
O6993,C03,V008,R028,20-10-2024,02-11-2024,19-11-2024,50,344,88,30,13,294,1,1
O6994,C03,V004,R025,01-11-2024,21-11-2024,30-10-2024,50,256,88,-2,20,206,1,0
O6995,C01,V012,R005,15-10-2024,07-11-2024,18-11-2024,133,224,25.5,34,23,91,1,1
O6996,C05,V011,R027,05-11-2024,15-11-2024,06-11-2024,190,223,37,1,10,33,1,0
O6997,C05,V014,R002,10-10-2024,06-11-2024,25-10-2024,50,70,37,15,27,20,1,0
O6998,C01,V009,R019,15-10-2024,20-11-2024,28-10-2024,102,353,25.5,13,36,251,1,0
O6999,C03,V003,R028,04-11-2024,20-11-2024,05-11-2024,555,660,88,1,16,105,1,0
O7000,C04,V002,R021,01-10-2024,18-10-2024,10-11-2024,50,357,65.2,40,17,307,1,1
O7001,C01,V008,R007,25-10-2024,06-11-2024,16-11-2024,50,106,25.5,22,12,56,1,1
O7002,C02,V013,R016,05-10-2024,21-11-2024,18-11-2024,50,195,12.75,44,47,145,1,0
O7003,C05,V011,R011,10-11-2024,20-11-2024,29-10-2024,50,286,37,-12,10,236,1,0
O7004,C02,V007,R028,01-11-2024,04-11-2024,02-11-2024,178,389,12.75,1,3,211,1,0
O7005,C02,V001,R026,01-11-2024,04-11-2024,18-11-2024,50,415,12.75,17,3,365,1,1
O7006,C02,V005,R001,18-10-2024,04-11-2024,05-11-2024,50,155,12.75,18,17,105,1,1
O7007,C01,V001,R010,01-10-2024,07-11-2024,16-11-2024,50,253,25.5,46,37,203,1,1
O7008,C05,V007,R008,15-10-2024,06-11-2024,18-11-2024,258,704,37,34,22,446,1,1
O7009,C04,V004,R027,01-11-2024,04-11-2024,29-10-2024,50,750,65.2,-3,3,700,1,0
O7010,C01,V013,R008,01-11-2024,06-11-2024,25-10-2024,50,367,25.5,-7,5,317,1,0
O7011,C03,V013,R011,01-11-2024,12-11-2024,16-11-2024,50,341,88,15,11,291,1,1
O7012,C05,V010,R027,12-10-2024,30-10-2024,10-11-2024,50,559,37,29,18,509,1,1
O7013,C04,V010,R004,15-10-2024,20-11-2024,10-11-2024,366,422,65.2,26,36,56,1,0
O7014,C03,V004,R008,18-10-2024,02-11-2024,02-11-2024,578,655,88,15,15,77,1,1
O7015,C04,V015,R029,25-10-2024,28-10-2024,28-10-2024,94,750,65.2,3,3,656,1,1
O7016,C02,V011,R005,24-10-2024,12-11-2024,05-11-2024,98,511,12.75,12,19,413,1,0
O7017,C03,V003,R018,18-10-2024,28-10-2024,19-11-2024,50,610,88,32,10,560,1,1
O7018,C02,V011,R025,01-10-2024,04-11-2024,29-10-2024,185,243,12.75,28,34,58,1,0
O7019,C03,V001,R005,18-10-2024,02-11-2024,23-11-2024,50,50,88,36,15,0,0,1
O7020,C02,V010,R025,20-10-2024,04-11-2024,10-11-2024,119,268,12.75,21,15,149,1,1
O7021,C05,V007,R021,12-10-2024,28-10-2024,28-10-2024,536,678,37,16,16,142,1,1
O7022,C05,V006,R004,28-10-2024,07-11-2024,30-10-2024,476,723,37,2,10,247,1,0
O7023,C02,V007,R022,20-10-2024,21-11-2024,16-11-2024,50,216,12.75,27,32,166,1,0
O7024,C02,V011,R017,05-10-2024,18-10-2024,25-10-2024,50,401,12.75,20,13,351,1,1
O7025,C02,V010,R026,05-10-2024,18-10-2024,10-11-2024,50,188,12.75,36,13,138,1,1
O7026,C05,V006,R014,05-11-2024,20-11-2024,20-11-2024,50,750,37,15,15,700,1,1
O7027,C04,V007,R007,24-10-2024,28-10-2024,02-11-2024,585,590,65.2,9,4,5,1,1
O7028,C01,V002,R028,10-10-2024,21-11-2024,10-11-2024,50,203,25.5,31,42,153,1,0
O7029,C03,V006,R003,12-10-2024,20-11-2024,28-10-2024,68,248,88,16,39,180,1,0
O7030,C04,V003,R022,20-10-2024,28-10-2024,30-10-2024,350,696,65.2,10,8,346,1,1
O7031,C05,V005,R014,05-10-2024,12-11-2024,17-11-2024,741,750,37,43,38,9,1,1
O7032,C05,V009,R014,25-10-2024,06-11-2024,23-11-2024,67,405,37,29,12,338,1,1
O7033,C01,V003,R025,18-10-2024,20-11-2024,25-10-2024,50,165,25.5,7,33,115,1,0
O7034,C05,V005,R015,15-10-2024,28-10-2024,30-10-2024,50,750,37,15,13,700,1,1
O7035,C02,V009,R002,05-11-2024,07-11-2024,25-10-2024,50,50,12.75,-11,2,0,0,0
O7036,C03,V014,R025,10-10-2024,21-11-2024,06-11-2024,187,383,88,27,42,196,1,0
O7037,C01,V015,R019,12-10-2024,30-10-2024,10-11-2024,62,131,25.5,29,18,69,1,1
O7038,C03,V001,R003,10-11-2024,20-11-2024,19-11-2024,50,750,88,9,10,700,1,0
O7039,C04,V007,R010,05-10-2024,30-10-2024,29-10-2024,78,375,65.2,24,25,297,1,0
O7040,C01,V004,R029,01-11-2024,21-11-2024,18-11-2024,50,245,25.5,17,20,195,1,0
O7041,C03,V011,R029,28-10-2024,21-11-2024,17-11-2024,238,533,88,20,24,295,1,0
O7042,C05,V004,R028,01-10-2024,15-11-2024,17-11-2024,150,707,37,47,45,557,1,1
O7043,C02,V007,R007,28-10-2024,02-11-2024,16-11-2024,109,141,12.75,19,5,32,1,1
O7044,C03,V006,R010,10-10-2024,28-10-2024,20-11-2024,50,260,88,41,18,210,1,1
O7045,C02,V015,R017,20-10-2024,16-11-2024,30-10-2024,50,239,12.75,10,27,189,1,0
O7046,C01,V013,R012,05-11-2024,21-11-2024,20-11-2024,138,223,25.5,15,16,85,1,0
O7047,C02,V010,R005,05-11-2024,06-11-2024,10-11-2024,152,379,12.75,5,1,227,1,1
O7048,C01,V003,R014,15-10-2024,28-10-2024,25-10-2024,50,327,25.5,10,13,277,1,0
O7049,C02,V014,R020,20-10-2024,12-11-2024,30-10-2024,140,409,12.75,10,23,269,1,0
O7050,C05,V005,R017,12-10-2024,28-10-2024,18-11-2024,169,720,37,37,16,551,1,1
O7051,C02,V003,R005,24-10-2024,07-11-2024,10-11-2024,53,131,12.75,17,14,78,1,1
O7052,C03,V007,R027,05-10-2024,18-10-2024,06-11-2024,161,246,88,32,13,85,1,1
O7053,C02,V009,R017,01-11-2024,04-11-2024,10-11-2024,50,186,12.75,9,3,136,1,1
O7054,C02,V009,R012,20-10-2024,15-11-2024,23-11-2024,50,228,12.75,34,26,178,1,1
O7055,C02,V013,R006,20-10-2024,21-11-2024,02-11-2024,50,159,12.75,13,32,109,1,0
O7056,C05,V014,R006,01-10-2024,12-11-2024,20-11-2024,453,462,37,50,42,9,1,1
O7057,C02,V011,R007,05-10-2024,16-11-2024,16-11-2024,551,750,12.75,42,42,199,1,1
O7058,C03,V001,R003,24-10-2024,20-11-2024,02-11-2024,50,686,88,9,27,636,1,0
O7059,C05,V014,R009,28-10-2024,12-11-2024,19-11-2024,343,678,37,22,15,335,1,1
O7060,C05,V014,R005,28-10-2024,20-11-2024,29-10-2024,88,750,37,1,23,662,1,0
O7061,C02,V008,R029,15-11-2024,21-11-2024,02-11-2024,50,207,12.75,-13,6,157,1,0
O7062,C03,V005,R020,28-10-2024,30-10-2024,19-11-2024,50,328,88,22,2,278,1,1
O7063,C05,V001,R029,12-10-2024,07-11-2024,18-11-2024,105,243,37,37,26,138,1,1
O7064,C04,V010,R014,24-10-2024,28-10-2024,20-11-2024,432,750,65.2,27,4,318,1,1
O7065,C01,V006,R003,12-10-2024,15-11-2024,10-11-2024,103,265,25.5,29,34,162,1,0
O7066,C02,V007,R010,05-11-2024,21-11-2024,16-11-2024,89,97,12.75,11,16,8,1,0
O7067,C03,V001,R016,15-11-2024,20-11-2024,29-10-2024,59,387,88,-17,5,328,1,0
O7068,C03,V014,R002,10-10-2024,20-11-2024,02-11-2024,50,105,88,23,41,55,1,0
O7069,C03,V012,R024,12-10-2024,12-11-2024,06-11-2024,50,292,88,25,31,242,1,0
O7070,C05,V010,R014,10-10-2024,07-11-2024,28-10-2024,50,209,37,18,28,159,1,0
O7071,C04,V007,R018,28-10-2024,30-10-2024,29-10-2024,130,214,65.2,1,2,84,1,0
O7072,C05,V014,R025,10-11-2024,12-11-2024,06-11-2024,275,514,37,-4,2,239,1,0
O7073,C04,V005,R028,10-10-2024,21-11-2024,19-11-2024,53,750,65.2,40,42,697,1,0
O7074,C01,V011,R022,01-11-2024,04-11-2024,02-11-2024,50,347,25.5,1,3,297,1,0
O7075,C03,V006,R014,04-11-2024,20-11-2024,19-11-2024,50,232,88,15,16,182,1,0
O7076,C02,V002,R015,24-10-2024,20-11-2024,20-11-2024,182,447,12.75,27,27,265,1,1
O7077,C05,V002,R014,01-11-2024,07-11-2024,16-11-2024,198,260,37,15,6,62,1,1
O7078,C04,V005,R028,15-10-2024,30-10-2024,16-11-2024,162,727,65.2,32,15,565,1,1
O7079,C03,V006,R029,10-11-2024,21-11-2024,19-11-2024,50,201,88,9,11,151,1,0
O7080,C05,V005,R002,05-10-2024,15-11-2024,29-10-2024,172,641,37,24,41,469,1,0
O7081,C02,V009,R007,12-10-2024,04-11-2024,02-11-2024,162,225,12.75,21,23,63,1,0
O7082,C03,V008,R029,04-11-2024,20-11-2024,19-11-2024,50,184,88,15,16,134,1,0
O7083,C02,V009,R016,05-10-2024,15-11-2024,23-11-2024,188,337,12.75,49,41,149,1,1
O7084,C05,V014,R004,01-11-2024,15-11-2024,10-11-2024,50,331,37,9,14,281,1,0
O7085,C03,V005,R012,25-10-2024,20-11-2024,30-10-2024,575,606,88,5,26,31,1,0
O7086,C03,V014,R030,01-10-2024,02-11-2024,16-11-2024,50,750,88,46,32,700,1,1
O7087,C02,V004,R004,01-11-2024,15-11-2024,17-11-2024,305,324,12.75,16,14,19,1,1
O7088,C05,V005,R030,28-10-2024,15-11-2024,18-11-2024,706,750,37,21,18,44,1,1
O7089,C03,V003,R001,15-11-2024,16-11-2024,19-11-2024,170,750,88,4,1,580,1,1
O7090,C01,V013,R012,01-10-2024,15-10-2024,20-11-2024,50,234,25.5,50,14,184,1,1
O7091,C04,V010,R027,05-11-2024,12-11-2024,19-11-2024,50,181,65.2,14,7,131,1,1
O7092,C02,V007,R020,01-10-2024,15-10-2024,29-10-2024,157,174,12.75,28,14,17,1,1
O7093,C02,V004,R030,12-10-2024,28-10-2024,18-11-2024,282,524,12.75,37,16,242,1,1
O7094,C02,V009,R028,28-10-2024,04-11-2024,06-11-2024,281,750,12.75,9,7,469,1,1
O7095,C02,V005,R007,12-10-2024,07-11-2024,17-11-2024,208,362,12.75,36,26,154,1,1
O7096,C01,V011,R006,05-10-2024,18-10-2024,23-11-2024,50,213,25.5,49,13,163,1,1
O7097,C05,V003,R010,05-10-2024,30-10-2024,16-11-2024,536,641,37,42,25,105,1,1
O7098,C01,V002,R021,10-10-2024,18-10-2024,29-10-2024,50,272,25.5,19,8,222,1,1
O7099,C03,V014,R003,10-10-2024,16-11-2024,10-11-2024,328,481,88,31,37,153,1,0
O7100,C03,V001,R024,25-10-2024,02-11-2024,25-10-2024,50,72,88,0,8,22,1,0
O7101,C04,V010,R029,10-10-2024,28-10-2024,17-11-2024,338,491,65.2,38,18,153,1,1
O7102,C03,V001,R021,04-11-2024,20-11-2024,19-11-2024,50,146,88,15,16,96,1,0
O7103,C01,V008,R007,15-10-2024,20-11-2024,29-10-2024,50,148,25.5,14,36,98,1,0
O7104,C04,V011,R013,01-10-2024,21-11-2024,29-10-2024,112,227,65.2,28,51,115,1,0
O7105,C03,V006,R018,24-10-2024,28-10-2024,17-11-2024,50,50,88,24,4,0,0,1
O7106,C02,V001,R026,10-10-2024,07-11-2024,25-10-2024,81,390,12.75,15,28,309,1,0
O7107,C02,V006,R024,05-11-2024,21-11-2024,02-11-2024,220,335,12.75,-3,16,115,1,0
O7108,C05,V006,R025,10-10-2024,28-10-2024,19-11-2024,89,750,37,40,18,661,1,1
O7109,C05,V009,R018,04-11-2024,20-11-2024,02-11-2024,146,247,37,-2,16,101,1,0
O7110,C02,V004,R021,05-10-2024,15-11-2024,19-11-2024,50,50,12.75,45,41,0,0,1
O7111,C04,V010,R001,01-11-2024,20-11-2024,30-10-2024,68,638,65.2,-2,19,570,1,0
O7112,C04,V008,R027,01-11-2024,21-11-2024,25-10-2024,50,171,65.2,-7,20,121,1,0
O7113,C02,V002,R014,01-11-2024,04-11-2024,05-11-2024,183,402,12.75,4,3,219,1,1
